"Uniprot_ID","ortholog_ensg","Ave_turnover","Gene.names","Protein.names","pVal","phase","peak.shape","period","t1.av","t2.av","t3.av","t4.av","t5.av","t6.av","t7.av","t8.av","FCday1","FCday2","FCav","anova_pval","anova_BHadjpval","complex"
"A2AJI0","ENSG00000116871",0.153353766697417,"Map7d1","MAP7 domain-containing protein 1",0.279222936158017,12,12,24,24018.3081177219,21974.7680524674,18526.8616659071,17404.2339242303,16639.6606218109,20422.8522180749,17186.7454861421,16981.0844086324,1.38002673500518,1.22735990127738,1.30369331814128,0.467368269637939,0.864047176492528,NA
"A2AKB9","ENSG00000122741",0.57229689639393,"Dcaf10","DDB1- and CUL4-associated factor 10",0.062547125244646,12,6,24,45512.8587733295,42083.3184005841,35701.9717711351,35079.2713997407,37210.6960569516,39421.4002926138,36526.9576564755,37027.4329023056,1.29742885063645,1.07924127334556,1.188335061991,0.290951477705091,0.804744543376387,"chromatin assembly complex"
"A2AL36","ENSG00000119397",0.271689707718275,"Cntrl","Centriolin",0.0181643155438042,6,12,24,3640.10810016029,3439.78825242206,2526.46912911566,2572.49084193374,3057.72166865536,2161.1745921033,1691.1309740961,1312.19012152042,1.44078867151424,2.33024286534974,1.88551576843199,0.376898719692005,0.850025291238508,"SPB components"
"A2ALU4","ENSG00000146950",0.0675414514973127,"Shroom2","Protein Shroom2",0.700405804624966,6,6,24,25623.9121604821,22783.3385804815,26450.749014762,27351.7872636534,23231.5152384671,20836.5787158647,21329.1554685844,19913.4007293988,1.2005170869508,1.16662721521842,1.18357215108461,0.87366356399755,0.976870434310595,"SPB components"
"A2AN08","ENSG00000127481",0.145181765630861,"Ubr4","E3 ubiquitin-protein ligase UBR4",0.00526515992935006,6,18,24,484931.169272754,469191.437737899,401410.272357924,348001.75683675,462380.697275265,432067.872832019,456326.605582661,416398.000211713,1.39347333668846,1.11042967795276,1.25195150732061,0.206029232451267,0.74881246594098,NA
"A2APB8","ENSG00000088325",0.351080136396176,"Tpx2","Targeting protein for Xklp2",0.0508332689058421,6,18,24,155016.04887733,94627.6890781609,69978.5163540441,54832.8070686187,60071.3063643507,62057.3665370617,41514.6174787632,38677.1391073473,2.82706753793109,1.60449733277384,2.21578243535247,0.410669957751087,0.855548183858652,NA
"A2AR02","ENSG00000138398",0.0927011035862322,"Ppig","Peptidyl-prolyl cis-trans isomerase G",0.152264314925099,6,18,24,36559.0253999414,40331.9409325529,33343.7709785479,28288.9424910816,32894.7680249509,33176.4916442874,29887.0507838831,30861.9703942121,1.42571398507626,1.11006241078086,1.26788819792856,0.24164196625479,0.765808927442967,"Spliceosome-C"
"A2AVA0","ENSG00000165124",0.454224737276959,"Svep1","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",0.700891593316205,12,6,24,81469.861756135,84607.4408561027,76480.7773373697,75725.3559190159,95380.2654488897,94024.7806290137,98993.3623407551,104177.82114219,1.11729340627445,1.10798260251451,1.11263800439448,0.99857758114747,0.999837979291049,NA
"A2BE28","ENSG00000001497",0.0359068781720336,"Las1l","Ribosomal biogenesis protein LAS1L",0.752344151799718,6,12,24,4442.1091061033,3183.48809311723,3254.07995462987,3577.79805017969,3068.82460416668,3137.62584742013,2994.26695540319,3233.7629507473,1.39535910805108,1.07998485068672,1.2376719793689,0.63653826140248,0.911950402698904,NA
"A2BH40","ENSG00000117713",0.230148054362696,"Arid1a","AT-rich interactive domain-containing protein 1A",0.153143826368685,24,6,24,6505.64588770588,7712.53737193951,7101.95924481453,8694.06919491723,8293.28511619761,7334.85492599051,8232.00762107506,9570.51972782373,1.33638832254103,1.3048001391154,1.32059423082822,0.304335136784638,0.812500759156206,"BAF complex"
"A2CG49","ENSG00000160145",0.125512916454408,"Kalrn","Kalirin",0.832430111218511,18,6,24,1079.61924144841,973.791838377124,1231.29093428318,1104.39047331931,990.611193405271,1184.09776254517,1361.34748106417,829.827375725983,1.26442930178507,1.64051888487431,1.45247409332969,0.268938114667224,0.782365424486471,NA
"A2RSJ4","ENSG00000111647",0.181060281358557,"Uhrf1bp1l","UHRF1-binding protein 1-like",0.153143826368685,6,18,24,11475.2448517091,10743.9245008668,11552.0513224906,8307.61583478045,11010.7625559559,8602.37016357849,10056.0960624594,8544.78089866637,1.3905374962245,1.28859507183787,1.33956628403119,0.116822978758882,0.685432950320563,NA
"A2RSY6","N/A",0.135473351240937,"Trmt1l","TRMT1-like protein",3.73862647270561e-05,6,18,24,90595.9671430064,78343.9213533219,73335.5707655358,68972.4859432935,88505.8164408802,79531.6359012475,79049.8306144544,74278.727510089,1.31350879853005,1.19153651937372,1.25252265895189,0.018108089472519,0.541593784900186,NA
"A3KFM7","ENSG00000124177",0.325708796720851,"Chd6","Chromodomain-helicase-DNA-binding protein 6",0.453643571619695,18,12,24,2038.92544742564,1987.19089821978,2100.70502848206,1756.08870820026,1982.22437203389,2559.53314300014,2630.51428713787,2330.89859343048,1.19624083833156,1.32705173251341,1.26164628542248,0.700705900778299,0.93104175051511,NA
"A6H8H2","ENSG00000137145",0.0897816183662418,"Dennd4c","DENN domain-containing protein 4C",0.0281144502370696,6,18,24,53542.1207489661,48228.6054594976,45628.9631923799,35245.2268204983,43883.6133796303,42273.7369168948,42882.1570203087,33852.0126205163,1.51913111587145,1.2963369082828,1.40773401207713,0.0649479065340181,0.639498660206474,NA
"B1AXD8","ENSG00000135334",0.385003295366945,"Akirin2;Akirin1","Akirin-2;Akirin-1",0.000256068998048088,6,18,24,100153.525625673,66983.0489156444,71300.8156488841,62912.223731046,81992.5846046606,80324.4369314903,53636.7522692441,44520.0663531639,1.59195653381823,1.84169951487131,1.71682802434477,0.150359816596021,0.699368971691817,NA
"B1AY10","ENSG00000086102",0.0740190358371644,"Nfx1","Transcriptional repressor NF-X1",0.000860922939640088,12,12,24,18940.8792794286,21125.4183686523,17409.9767169527,14912.4421827866,17227.9557331841,19542.8116894399,19080.0323062078,14203.7813819485,1.41663036206352,1.37588795292757,1.39625915749554,0.0178265400704805,0.541593784900186,NA
"B1AZI6","ENSG00000125676",0.095828525664222,"Thoc2","THO complex subunit 2",0.00337964539945785,12,6,24,100631.960185716,109426.845281929,80533.0674749597,47250.7756418033,104241.20725197,108175.433572265,82836.3959882071,98562.2282064994,2.31587405276619,1.3058925642741,1.81088330852015,0.375805657189826,0.850025291238508,"Transcription-export (TREX) complex"
"B2RQC6","ENSG00000084774",0.0897608784890615,"Cad","CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase",0.0255585911246088,6,18,24,111139.205934652,95307.2869339852,78180.2710452478,61140.1124516462,69958.3279903675,63472.7914105641,51443.7138144335,50662.4708135019,1.81777889307201,1.38087082739997,1.59932486023599,0.43243036180197,0.855885471060043,NA
"B2RR83","ENSG00000047188",0.0766402745365808,"Ythdc2","Probable ATP-dependent RNA helicase YTHDC2",0.548151533730356,6,18,24,7505.5272733361,5469.59871743259,6391.08396399485,3633.62281063767,4607.43547045706,5297.56022742213,4864.5394851689,4233.02549718616,2.06557688138768,1.25148318405916,1.65853003272342,0.325806694552048,0.829464159127392,NA
"B2RRE7","ENSG00000164164",0.050804722311636,"Otud4","OTU domain-containing protein 4",0.546765117594782,6,18,24,20574.2677528866,15240.7025139113,13797.0625485286,13559.3989068852,11691.4615127676,11674.019770796,13666.2744526133,10692.4455936698,1.51734364437345,1.27812429185556,1.3977339681145,0.768387557790475,0.949078597685952,NA
"B2RUR8","ENSG00000264522",0.158825882068649,"Otud7b","OTU domain-containing protein 7B",0.264522510032964,18,6,24,8749.82210841007,6691.43340816646,7561.45287969578,7039.49114225035,6472.69251723614,7871.69141279715,9375.45132315285,4091.35407847788,1.30761550996405,2.29152772977323,1.79957161986864,0.391408972091818,0.852065106870671,NA
"B2RVL6","ENSG00000165424",0.24779814806012,"Zcchc24","Zinc finger CCHC domain-containing protein 24",0.79988296709962,6,18,24,5546.25496660206,4308.84251396629,4824.31630519237,6440.26600750172,6549.89952209184,6328.63921613002,6535.41134766083,4337.25426641004,1.49466265862046,1.51014884527699,1.50240575194873,0.915778270061166,0.98564717628663,NA
"B2RWS6","ENSG00000100393",0.0635137844640472,"Ep300","Histone acetyltransferase p300",0.736166136975533,6,6,24,13789.980382746,9799.53207447902,11212.0740063713,10974.0642901578,9629.16999920019,11888.4385385527,12550.4957702593,11751.8548484251,1.40720804605143,1.30338292618178,1.35529548611661,0.933538758843769,0.987354260717585,"HES1 promoter-Notch enhancer complex"
"B2RWS6","ENSG00000100393",0.0635137844640472,"Ep300","Histone acetyltransferase p300",0.736166136975533,6,6,24,13789.980382746,9799.53207447902,11212.0740063713,10974.0642901578,9629.16999920019,11888.4385385527,12550.4957702593,11751.8548484251,1.40720804605143,1.30338292618178,1.35529548611661,0.933538758843769,0.987354260717585,"TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex"
"B2RX14","ENSG00000134744",0.211427805248571,"Zcchc11","Terminal uridylyltransferase 4",0.0468103177944734,6,12,24,5772.63703976325,5884.26806633415,5177.62651112479,5642.40099121951,5874.80858879887,4896.03527787851,4726.87841802658,5510.37393123303,1.13647982404506,1.24285163891555,1.18966573148031,0.288960756398858,0.802127208124058,NA
"B2RXC1","ENSG00000168538",0.137271551358547,"Trappc11","Trafficking protein particle complex subunit 11",0.0120320043860253,6,18,24,45350.709977565,39187.4800567698,34807.2960299179,26666.918961605,36379.5568991472,37040.2708227375,34732.6818450379,33954.0445408489,1.70063553434354,1.09089421668678,1.39576487551516,0.202395057116671,0.746505629829513,NA
"B2RXS4","ENSG00000196576",0.202206839637551,"Plxnb2","Plexin-B2",0.0119696813667651,6,12,24,55688.0186551105,49947.4891607501,43399.5114604253,46908.4555605412,52025.3905219446,45923.8257444684,40551.70551654,48206.6748031256,1.2831485143765,1.28293964111386,1.28304407774518,0.026075832306648,0.566780355042613,NA
"B2RY04","ENSG00000147459",0.108247210611788,"Dock5","Dedicator of cytokinesis protein 5",0.0609999226870105,6,18,24,72479.5541773539,54419.9349567126,48264.2404678345,41680.7856070248,45707.7826471392,41923.6098326111,44910.2932788091,35457.3526546365,1.73892005925,1.28909180254782,1.51400593089891,0.365637015598189,0.84327095489312,NA
"B2RY56","ENSG00000119707",0.207404677705074,"Rbm25","RNA-binding protein 25",0.266379406917529,6,18,24,35095.193179608,32650.1098942789,31724.9789052272,21107.354155176,37151.8767571322,39308.7587068714,30873.5842894124,31486.1239014589,1.66269978328865,1.27321655750712,1.46795817039788,0.255773769115883,0.779897370008542,"Spliceosome-A"
"B2RY56","ENSG00000119707",0.207404677705074,"Rbm25","RNA-binding protein 25",0.266379406917529,6,18,24,35095.193179608,32650.1098942789,31724.9789052272,21107.354155176,37151.8767571322,39308.7587068714,30873.5842894124,31486.1239014589,1.66269978328865,1.27321655750712,1.46795817039788,0.255773769115883,0.779897370008542,"B-WICH"
"C0HKG6","ENSG00000026297",0.258447296964701,"","",0.827964021487027,12,18,24,11765.316700818,12696.621720997,11071.3471386355,14838.5778056406,10383.8754200724,11158.8977711192,9756.35457996274,10514.5778890227,1.34026849847917,1.14375688989788,1.24201269418852,0.633485686729689,0.911950402698904,NA
"C0HKG6","ENSG00000249141",0.258447296964701,"","",0.827964021487027,12,18,24,11765.316700818,12696.621720997,11071.3471386355,14838.5778056406,10383.8754200724,11158.8977711192,9756.35457996274,10514.5778890227,1.34026849847917,1.14375688989788,1.24201269418852,0.633485686729689,0.911950402698904,NA
"C0HKG6","ENSG00000026297",0.258447296964701,"","",0.827964021487027,12,18,24,11765.316700818,12696.621720997,11071.3471386355,14838.5778056406,10383.8754200724,11158.8977711192,9756.35457996274,10514.5778890227,1.34026849847917,1.14375688989788,1.24201269418852,0.633485686729689,0.911950402698904,NA
"C0HKG6","ENSG00000249141",0.258447296964701,"","",0.827964021487027,12,18,24,11765.316700818,12696.621720997,11071.3471386355,14838.5778056406,10383.8754200724,11158.8977711192,9756.35457996274,10514.5778890227,1.34026849847917,1.14375688989788,1.24201269418852,0.633485686729689,0.911950402698904,NA
"C0HKG6","ENSG00000026297",0.258447296964701,"","",0.827964021487027,12,18,24,11765.316700818,12696.621720997,11071.3471386355,14838.5778056406,10383.8754200724,11158.8977711192,9756.35457996274,10514.5778890227,1.34026849847917,1.14375688989788,1.24201269418852,0.633485686729689,0.911950402698904,NA
"C0HKG6","ENSG00000249141",0.258447296964701,"","",0.827964021487027,12,18,24,11765.316700818,12696.621720997,11071.3471386355,14838.5778056406,10383.8754200724,11158.8977711192,9756.35457996274,10514.5778890227,1.34026849847917,1.14375688989788,1.24201269418852,0.633485686729689,0.911950402698904,NA
"C0HKG6","ENSG00000026297",0.258447296964701,"","",0.827964021487027,12,18,24,11765.316700818,12696.621720997,11071.3471386355,14838.5778056406,10383.8754200724,11158.8977711192,9756.35457996274,10514.5778890227,1.34026849847917,1.14375688989788,1.24201269418852,0.633485686729689,0.911950402698904,NA
"C0HKG6","ENSG00000249141",0.258447296964701,"","",0.827964021487027,12,18,24,11765.316700818,12696.621720997,11071.3471386355,14838.5778056406,10383.8754200724,11158.8977711192,9756.35457996274,10514.5778890227,1.34026849847917,1.14375688989788,1.24201269418852,0.633485686729689,0.911950402698904,NA
"D0QMC3","ENSG00000163564",0.18187971866707,"Ifi205a;Mndal","Interferon-activable protein 205-A;Myeloid cell nuclear differentiation antigen-like protein",0.104740236629495,18,6,24,47813.690560118,65904.6255799815,54502.2250370623,42666.2153286293,58784.3494480963,48652.9310561355,60965.1527829109,49241.2782334721,1.54465600176539,1.25306228133655,1.39885914155097,0.467821181135805,0.864047176492528,NA
"D0QMC3","ENSG00000163565",0.18187971866707,"Ifi205a;Mndal","Interferon-activable protein 205-A;Myeloid cell nuclear differentiation antigen-like protein",0.104740236629495,18,6,24,47813.690560118,65904.6255799815,54502.2250370623,42666.2153286293,58784.3494480963,48652.9310561355,60965.1527829109,49241.2782334721,1.54465600176539,1.25306228133655,1.39885914155097,0.467821181135805,0.864047176492528,NA
"D2EAC2","ENSG00000257315",0.198836417172468,"Zbed6","Zinc finger BED domain-containing protein 6",0.79988296709962,6,18,24,16227.8745291904,15107.1553273006,12403.9467273283,11813.4172024467,13054.6503970802,14205.923314363,15812.9750399742,16498.1939083724,1.37368165799049,1.26377906773071,1.3187303628606,0.985158951826252,0.997669451590239,NA
"D3YXK2","ENSG00000160633",0.508225036154985,"Safb;Safb2","Scaffold attachment factor B1;Scaffold attachment factor B2",0.0681749496341515,6,18,24,3854.40200954356,3168.71154739185,2594.18908776559,2098.29444821633,2952.97033249744,2625.98635451062,2489.97019027768,1910.94612522441,1.83692141625786,1.54529229972439,1.69110685799113,0.0491574809639753,0.62562520445862,"eIF3"
"D3YYU8","N/A",0.156528685206042,"Obsl1","Obscurin-like protein 1",0.0973212938190173,12,12,24,1380.52793223787,1626.6677040335,1607.08046451033,1201.46939456886,1196.0458142207,1405.76459772459,892.387083499855,641.767892212972,1.35389857734763,2.1904564170033,1.77217749717547,0.458092383091847,0.860037335728331,NA
"D3Z7P3-2","ENSG00000115419",0.270664369699201,"Gls","Glutaminase kidney isoform, mitochondrial",0.202692387334919,12,6,24,13539.3161438569,12604.5535659519,10253.104495649,13024.8245482545,9676.13991386291,11343.7698374566,10706.1942878405,10988.9970143429,1.32050893947316,1.17234454425411,1.24642674186363,0.759405165132521,0.949078597685952,NA
"E1U8D0","N/A",0.251856967492345,"Soga1;Soga3;Mtcl1","Protein SOGA1;N-terminal form;C-terminal 80 kDa form;Protein SOGA3;Microtubule cross-linking factor 1",0.00212227394764467,6,18,24,124158.423259987,119762.34947595,107411.59163202,84713.2608141045,108583.573512861,111703.053338425,97863.1965981193,99540.1578293041,1.46563149696766,1.14142044426711,1.30352597061738,0.129346733739556,0.685432950320563,NA
"E9PVA8","ENSG00000089154",0.102276182054177,"Gcn1l1","",0.00212227394764467,6,18,24,188269.033182056,158976.277454983,141361.236113903,119779.561368074,139638.430234175,135944.273396048,121500.260681628,113674.49459437,1.57179598114839,1.22840599144471,1.40010098629655,0.216355237073429,0.74881246594098,NA
"E9PVX6","ENSG00000148773",0.514045560107626,"Mki67","",0.264522510032964,6,18,24,532040.813995464,364603.989605524,317290.325969181,284135.191716317,255052.220076089,236606.252747856,227797.441728803,186203.134814434,1.87249179090303,1.36975255722879,1.62112217406591,0.643546850218097,0.911950402698904,NA
"E9PYK3","ENSG00000102699",0.0881383449653692,"Parp4","",0.0559165957964263,6,6,24,27021.1725762329,21391.8727811097,22042.4211166491,22304.9977972762,25956.2154993253,21092.9668097938,24096.3393184951,19623.4265279315,1.26315133100895,1.32271575824843,1.29293354462869,0.0440695222041284,0.622656802542108,NA
"E9PZJ8","ENSG00000112249",0.202466290156898,"Ascc3","Activating signal cointegrator 1 complex subunit 3",0.0700731211262206,6,18,24,293136.939447128,248368.64016085,247069.106978433,189355.336590478,242977.857875455,226399.595149595,216507.803434881,198631.069993541,1.54807857399392,1.22326209028304,1.38567033213848,0.0939179301790209,0.678016078236285,NA
"E9Q1P8","ENSG00000168264",0.132909029375113,"Irf2bp2","Interferon regulatory factor 2-binding protein 2",0.0840877453514647,18,6,24,42781.6057654696,41302.5375732552,48378.837151307,41718.4886528598,42413.7404755303,46173.8647333743,45275.8190323965,39509.5304676576,1.17132844599441,1.16867662528088,1.17000253563765,0.170534217843018,0.711800477369386,NA
"E9Q394","N/A",0.48789001406542,"Akap13","",0.00130198144442061,6,18,24,25328.0204744756,22689.9963809866,20861.1814099937,18883.8010469791,26925.0287544625,24420.8976201249,23658.8292311284,19732.172732064,1.34125647752084,1.36452427819621,1.35289037785852,0.0274640441234255,0.57577299058094,NA
"E9Q3L2","N/A",0.14057472405364,"Pi4ka","",0.683150401020304,6,18,24,13372.2552485241,12081.4335243937,11283.3256182231,10847.3905937867,10686.3784330019,11459.5934757577,11529.7847411996,10301.4082275186,1.23276239874533,1.11924355258533,1.17600297566533,0.534765302021123,0.886961906925112,NA
"E9Q555","ENSG00000173821",0.13566808224904,"Rnf213","E3 ubiquitin-protein ligase RNF213",0.858038494704348,6,18,24,1057530.14821578,1017350.81063662,996083.200169328,803755.606515464,1299264.96722167,1092472.59959736,1217872.34464437,1136319.6439074,1.31573595212668,1.18928837913236,1.25251216562952,0.664937792580519,0.921236725258879,NA
"E9Q5C9","ENSG00000166197",0.0326759580911553,"Nolc1","",0.435893574955956,6,18,24,46045.6495282806,36342.3942310736,30251.3143413101,29477.7434435128,34566.5315327886,35471.575965741,36430.1391564692,38457.3670234973,1.56204797753655,1.11256077246333,1.33730437499994,0.650010479623514,0.911950402698904,"Chs5p/Arf-1binding proteins (ChAPs)"
"E9Q634","ENSG00000157483",0.0893555781820984,"Myo1e;Myo1f","Unconventional myosin-Ie;Unconventional myosin-If",0.727996998746281,18,12,24,5561.37148811223,5185.31936020595,5801.1511989892,4828.47995408648,2642.71816484261,4278.19012075022,3838.95182704217,4580.34378233889,1.20144460661569,1.73319419500478,1.46731940081024,0.876554736251715,0.977741703744839,"emerin"
"E9Q6J5","ENSG00000038219",0.139758819845543,"Bod1l","",0.202556542240958,6,18,24,86276.3505320125,70011.633631335,69391.17066332,63408.7164226168,86534.5028712275,74235.9608418204,87552.4086421176,66531.6785178091,1.3606386534776,1.31595069585809,1.33829467466785,0.110651513715285,0.685432950320563,NA
"E9Q7D5","ENSG00000050327",0.14027240950476,"Arhgef5","",0.000256068998048088,6,18,24,3344.85505495112,3039.55917134024,2091.84690438226,1697.02398488313,3288.09717457808,2219.59053000919,2220.40440111795,1768.66322225788,1.97101224540528,1.85908607879599,1.91504916210063,0.0190334183496354,0.541593784900186,NA
"E9Q7E2","ENSG00000189079",0.120693564135792,"Arid2","",0.801846290999874,24,12,24,126833.930821669,91763.4168170533,98372.1885705103,99568.2071054949,103111.314628737,118912.598837064,131591.118284283,128885.635797706,1.38218404698831,1.27620444718498,1.32919424708664,0.947777309578872,0.989590046070331,NA
"E9Q7F2","ENSG00000166439",0.364926444610747,"Rnf169","E3 ubiquitin-protein ligase RNF169",0.185676830387545,6,18,24,56519.9913594236,41624.1115300312,46657.0639771322,36627.0850048294,47668.8238510563,48289.6650332316,43928.4843041631,46911.6200884261,1.54312010775554,1.09927910780785,1.3211996077817,0.415294056466927,0.855885471060043,NA
"E9Q7G0","ENSG00000137497",0.134441141090216,"Numa1","",0.265547268522771,6,18,24,689742.55331408,545869.79556139,529541.686657484,499203.553055934,619679.526435491,620297.719349507,636922.061987059,633576.557185625,1.38168598579024,1.02782492371622,1.20475545475323,0.653861272226022,0.914138597313616,NA
"E9Q7X6-2","N/A",0.146697642779856,"Heg1","Protein HEG homolog 1",0.434973443761697,24,6,24,8544.13341847838,10489.3311773608,8102.95654573027,9630.53050702157,5922.56133585119,7029.32078609906,8634.7618977652,10702.8661849666,1.29450665546121,1.80713471385745,1.55082068465933,0.447633860759715,0.857365033620804,NA
"E9Q9R9","ENSG00000151208",0.325620853110969,"Dlg5","",0.00233450134240914,6,18,24,42791.7697353502,27903.9043474495,27245.2948559339,24313.5150039471,35308.4565247813,28686.6717268665,28436.3392640383,23340.1275786923,1.75999931430743,1.51277907139699,1.63638919285221,0.0103566133090918,0.541593784900186,NA
"E9QAM5","ENSG00000130589",0.112330276625187,"Helz2","Helicase with zinc finger domain 2",0.225169650880725,12,12,24,30853.1863189073,36467.1891737229,30925.5673339259,28064.098686047,37693.0896954558,35175.4230744695,34974.4632496935,31893.4851780553,1.2994249194204,1.1818429213685,1.24063392039445,0.397349373878368,0.855548183858652,NA
"E9QAT4-2","ENSG00000148396",0.173210284240555,"Sec16a","",0.00212227394764467,6,18,24,14405.0649236126,13382.7354070944,11974.4075792993,10407.1589187069,14451.1313204835,12858.3974444248,12624.6905410199,13107.4132537221,1.38414960664427,1.14467212273673,1.2644108646905,0.218474459037165,0.74881246594098,"COPII"
"F6ZDS4","ENSG00000047410",0.180997194406265,"Tpr","Nucleoprotein TPR",0.405384774669838,6,12,24,322373.486390454,272769.684927062,272661.758446035,279177.673999754,267214.370727279,282511.339140136,273506.490195342,285176.139029616,1.18232013256181,1.06721857156653,1.12476935206417,0.752703140983393,0.946297494469737,"Nuclear pore complex (NPC)"
"F8VPU2","ENSG00000152767",0.164635332312276,"Farp1","FERM, RhoGEF and pleckstrin domain-containing protein 1",0.225169650880725,24,12,24,57511.4583957381,35912.8116297739,54456.4644815341,70239.1577134384,69903.3546571237,68334.5127120307,78641.3254899395,75818.9526629924,1.95582452405943,1.15082880332143,1.55332666369043,0.589115316142032,0.911753499136865,NA
"F8VPZ5","ENSG00000225830",0.147166109506748,"Ercc6","",0.00803665773787854,12,6,24,6110.30927621139,5686.85715438078,4618.86258093364,4522.9151070597,5456.50360070754,5891.403507414,4611.78099578632,5241.74514334518,1.35096704925413,1.27746818697524,1.31421761811469,0.0568924341426924,0.62562520445862,"B-WICH"
"F8VQB6","ENSG00000145555",0.342853683281736,"Myo10","Unconventional myosin-X",0.764532693263432,6,12,24,76927.7168753595,77719.8581204755,78383.6623428309,68118.0631978226,81017.7049024547,79563.8254462399,76892.7567355907,86781.9277540638,1.15070303915124,1.12860991643828,1.13965647779476,0.988780076831141,0.997751479125673,NA
"G3X9G7-2","N/A",0.406176447222595,"Zfp809","Zinc finger protein 809",0.114262076323085,24,6,24,25656.580166137,26358.272525617,27559.6991782471,29066.6602627571,27809.9026828269,31010.0442680611,32050.4699944252,36267.2002279167,1.13291249552896,1.30411100828168,1.21851175190532,0.474219702944456,0.86508487377991,NA
